0.7783355930	caribbean
0.7783355930	columbus
0.7729614170	claude
0.7701968091	berkeley
0.7697775350	mummy
0.7677944905	titanic
0.7675407301	george
0.7670010649	beachcomber
0.7663570012	dave
0.7650020623	helen
0.7624511627	liberty
0.7623865381	manta
0.7619026865	america's
0.7619011122	indian
0.7616510998	thomas
0.7615559108	joe
0.7613425967	america
0.7611946057	ferrari
0.7611536944	mediterranean
0.7610806223	joker
0.7609870244	christmas
0.7609589894	canada
0.7609040564	reyes
0.7603553282	ben
0.7602084823	hyatt
0.7601118185	texas
0.7597797339	oregon
0.7597723712	episcopal
0.7597183419	captain
0.7595339951	hilton
0.7592946245	arlington
0.7591808205	rome
0.7589597203	lichtenstein
0.7589597203	delta
0.7584669011	william
0.7584499353	buddhist
0.7579270556	richard
0.7578986092	marc
0.7578986092	whitney
0.7578986092	tiffany
0.7577067915	german
0.7577011733	louvre
0.7576141557	wilshire
0.7574338453	england
0.7572167113	mondavi
0.7571010547	toronto
0.7569627458	fenway
0.7568764167	mexico
0.7567960729	april
0.7566250843	eve
0.7565013418	knott
0.7563367891	temecula
0.7559387598	matisse
0.7558903184	france
0.7557445785	lodge
0.7556240186	mendocino
0.7556139247	walt's
0.7554148111	imax
0.7553998314	irish
0.7552893641	british
0.7552641274	ventura
0.7551294259	amazon
0.7547943797	sir
0.7545993112	boston
0.7542789033	africa
0.7542539389	june
0.7541538334	chinese
0.7539350407	pueblo
0.7539133972	winchester
0.7538632240	scripps
0.7538297018	galaxy
0.7536084823	ford
0.7535360842	london
0.7535259250	asia
0.7534506344	grizzly
0.7533885461	mike
0.7530971748	asian
0.7528783679	seattle
0.7527989116	presidio
0.7527354507	tripadvisor
0.7527227234	earl
0.7526473718	armstrong
0.7523391790	steinbeck
0.7521921798	catholic
0.7520988254	james
0.7520451483	stanford
0.7519526347	kusama
0.7519512151	dutch
0.7519334863	orlando
0.7517648353	midway
0.7517471876	vine
0.7515450901	sundays
0.7513961871	jimmy
0.7513026894	iowa
0.7512891715	batman
0.7511033556	nancy
0.7510801636	picasso
0.7510170252	hermosa
0.7509835871	ranch
0.7508688324	cabrillo
0.7507864100	rodin
0.7507179207	vegas
0.7506594810	haight
0.7505174628	easter
0.7504662007	rockies
0.7504662007	georgia
0.7504491052	senate
0.7504112177	jr
0.7503054756	arctic
0.7501766173	redondo
0.7501459409	ruby's
0.7497901331	andreas
0.7497688693	november
0.7496688048	ghiradelli
0.7496385055	paris
0.7495017207	florida
0.7494749183	pearl
0.7494507427	japan
0.7494058077	hollywood
0.7493071258	greek
0.7491819871	cabernet
0.7491686530	army
0.7491341498	italian
0.7489896895	tuesday
0.7489341378	florence
0.7488311868	david
0.7488060525	exploratorium
0.7486545212	october
0.7486057094	jan
0.7485642392	february
0.7485164732	gaslamp
0.7484178499	atlanta
0.7484178499	egyptian
0.7483072788	august
0.7481516008	chicago
0.7481516008	warhol
0.7480915986	sacramento
0.7478569443	english
0.7477224094	globe
0.7476828757	ireland
0.7476828757	smithsonian
0.7476828757	rogers
0.7475271039	september
0.7474948295	np
0.7474024169	blanc
0.7471545448	lakers
0.7470958411	powell
0.7469587842	butterfly
0.7468980702	cali
0.7468351669	roar
0.7467689747	spanish
0.7467670575	venice
0.7467472780	disney
0.7466846627	colorado
0.7466707946	bear
0.7466224437	merced
0.7465541556	newport
0.7463317779	mickey
0.7462839080	ada
0.7462579022	michael
0.7462023177	koons
0.7462023177	steve
0.7461351508	club
0.7460249287	dolphin
0.7459215494	sydney
0.7457253474	quad
0.7457097708	pasadena
0.7455650046	catalina
0.7455283296	deyoung
0.7454953455	french
0.7454456172	clippers
0.7453885490	washington
0.7453771520	charlie
0.7453451251	gliderport
0.7452868665	runyon
0.7452675240	badlands
0.7449970575	chagall
0.7449685967	endeavor
0.7448106296	cap
0.7447830195	sonoma
0.7446474214	peninsula
0.7446100289	bowl
0.7446021400	pt
0.7446015376	americans
0.7445722278	western
0.7445642759	dv
0.7445256204	tony
0.7444927140	carlos
0.7443144880	palette
0.7442263738	midwest
0.7442128745	jeff
0.7441973113	amtrak
0.7439982190	ghirardelli
0.7439836350	inn
0.7438167858	california's
0.7436592163	vallejo
0.7434437809	ray
0.7432484446	korean
0.7432400836	ny
0.7432188997	henry
0.7431884084	ms
0.7431704914	nordstrom
0.7430593216	moma
0.7430472902	dc
0.7430452380	munch
0.7428964611	coke
0.7425768618	renaissance
0.7424572010	greece
0.7424572010	reno
0.7424453637	knotts
0.7423355876	badwater
0.7422322127	johnson
0.7421961472	getty
0.7421833499	monday
0.7421580407	laguna
0.7420344274	grant
0.7420146374	monet
0.7419234797	bob
0.7418700193	redding
0.7418229475	australia
0.7417936017	atlantic
0.7417753897	cambria
0.7417079295	soledad
0.7417078917	oc
0.7416069997	revolution
0.7415634819	vault
0.7414897532	soviet
0.7413328377	snoopy
0.7412642558	july
0.7411486048	blvd
0.7410388060	marin
0.7410240335	sac
0.7409909978	sb
0.7409207064	january
0.7405977846	sierra
0.7405579046	sourdough
0.7405339126	hb
0.7403921299	klimt
0.7403506313	citywalk
0.7402575058	orange
0.7402373680	reagan's
0.7402085443	highland
0.7402019277	battle
0.7401340745	express
0.7400600703	jackson
0.7400165701	diner
0.7399906520	capitol
0.7399045798	dodger
0.7397481819	king
0.7396947119	irvine
0.7395139082	victorian
0.7394445337	calico
0.7393465322	frank
0.7392997331	freeway
0.7392431425	spectrum
0.7390887133	jean
0.7390880779	theater
0.7390802976	mason
0.7389065240	anaheim
0.7388555006	yosemite
0.7388543743	universe
0.7387267431	grace
0.7387049837	december
0.7386189259	kings
0.7385433988	gehry
0.7385281492	apple
0.7385108735	thankful
0.7384515797	nyc
0.7384379753	socal
0.7384280742	rainforest
0.7383684502	china
0.7383069653	summertime
0.7382165452	napa
0.7381464879	jeep
0.7380620335	kinney
0.7378501446	randolph
0.7378279686	lane
0.7377835514	moonstone
0.7376462731	jim
0.7376456487	penguin
0.7373439491	vietnam
0.7373120733	steamer
0.7372336527	knott's
0.7372336527	europe
0.7371918280	shores
0.7371200238	padres
0.7370673297	gothic
0.7369982644	avenue
0.7369001499	fleet
0.7367889100	pfeiffer
0.7366634224	kong
0.7365993548	ggb
0.7365976138	safari
0.7365647051	farm
0.7365638294	premier
0.7364783055	huntington
0.7363990358	madame
0.7363878937	dia
0.7363584510	creek
0.7362050352	headlands
0.7361368949	carousel
0.7361330689	angel
0.7360126902	ridge
0.7359977770	marina
0.7358874471	haven
0.7358225250	dodgers
0.7357718067	lady
0.7356879753	carlsbad
0.7356415413	lyft
0.7356096999	angels
0.7356057343	latin
0.7355930714	warf
0.7354542282	mulholland
0.7354377752	reagan
0.7353967602	gondola
0.7353643416	saturdays
0.7353613642	rotunda
0.7351656307	mystery
0.7350438109	petersen
0.7349408094	janis
0.7349210989	universal
0.7348168971	marriott
0.7347519085	lucas
0.7347306812	autry
0.7347239186	malibu
0.7347160475	ave
0.7345659902	india
0.7345029400	academy
0.7343913053	disney's
0.7343796574	citadel
0.7342426866	cypress
0.7342403705	rainbow
0.7341370572	states
0.7340378804	march
0.7340297632	bixby
0.7340025984	harley
0.7340025984	henri
0.7340025984	taylor
0.7339832836	oscar
0.7338974325	bridalveil
0.7338569852	mariposa
0.7338569852	jefferson
0.7336290823	metropolitan
0.7336175290	villa
0.7335590326	kansas
0.7335482333	coronado
0.7335011954	saint
0.7335011954	franciscan
0.7334658324	virginia
0.7333906060	chihuly
0.7332963920	tlc
0.7331912656	joe's
0.7331912656	jane
0.7331912656	churchill
0.7331912656	kelly
0.7331325136	japanese
0.7331247250	mary
0.7331141017	yuma
0.7330703956	sugar
0.7330376458	quarter
0.7329231608	l.a
0.7328784080	chris
0.7328784080	lee
0.7327596493	petco
0.7327067208	sattui
0.7326778398	cheetah
0.7326511652	sterling
0.7325032114	castle
0.7324818840	st
0.7322308436	carmel
0.7321870358	fl
0.7320229639	tom
0.7319969204	feb
0.7319020367	pro
0.7317609634	birch
0.7317031287	port
0.7314501425	pinot
0.7312987128	friday
0.7312846628	jack
0.7310685258	hwy
0.7310363979	hearst
0.7310156640	hospital
0.7309169532	assembly
0.7308221586	cd
0.7307974599	sd
0.7307505124	orca
0.7307165113	ranger
0.7305659647	billy
0.7305545163	rv
0.7304655989	coliseum
0.7304447119	tahoe
0.7302173016	ultimate
0.7301630485	john
0.7301458871	bass
0.7300384077	google
0.7298695344	dtla
0.7297730394	monterey
0.7296577869	mule
0.7295327478	serra
0.7294112028	killer
0.7293539888	pelican
0.7292211998	recreation
0.7291243313	hopper
0.7290616844	marine
0.7287113998	helicopter
0.7286963413	kitchen
0.7286832875	wonderland
0.7286588866	nba
0.7285533284	university
0.7285163940	jungle
0.7284551866	ww
0.7284484549	silver
0.7284108222	steam
0.7280859415	staples
0.7280501250	bank
0.7279693053	records
0.7279175503	cathedral
0.7278809209	furious
0.7278607781	buzz
0.7278141132	urban
0.7277698729	tesla
0.7277698729	roosevelt
0.7277649411	estate
0.7277255552	lacma
0.7276899683	marketplace
0.7276609473	california
0.7275723094	impressionism
0.7274716355	halloween
0.7273059993	daytime
0.7271965750	charles
0.7271794262	lake
0.7271567302	griffith
0.7269709890	pismo
0.7269455315	governor's
0.7269414745	impressionist
0.7269382303	diamond
0.7266968972	shark
0.7266740770	juan
0.7265848740	ronald
0.7265175263	lax
0.7265124958	victoria
0.7265124958	filbert
0.7264542100	european
0.7263162215	bummer
0.7263054540	twilight
0.7262513147	tcl
0.7258862796	beluga
0.7258020055	institute
0.7256931371	murray
0.7256753825	promenade
0.7256707245	nightlife
0.7256359040	observatory
0.7256254746	premium
0.7254885176	cab
0.7252805702	east
0.7252243255	bridal
0.7251327057	italy
0.7250709884	thursdays
0.7250639111	magic
0.7250192072	superman
0.7249555558	expo
0.7248429988	grove
0.7247974989	world's
0.7247036322	peak
0.7246780834	rosecrans
0.7246700657	canal
0.7246005682	city's
0.7245956412	jazz
0.7245600750	planetarium
0.7245302145	arboretum
0.7244121502	uber
0.7243820826	alamo
0.7242456190	trout
0.7241552450	island
0.7241389964	symphony
0.7241341497	olvera
0.7241215276	swift
0.7240869778	mouse
0.7240201740	truth
0.7240063981	oakland
0.7239431060	sfo
0.7238065284	strand
0.7237601199	navy
0.7237215335	meadow
0.7236976963	factory
0.7236404095	pine
0.7236367311	eagle
0.7235920882	usa
0.7232926285	masterpiece
0.7232059239	sunday
0.7230279200	kinetic
0.7229952538	alcatraz
0.7229354378	village
0.7229285706	eastern
0.7229197146	cafe
0.7228341613	pity
0.7227489495	presidential
0.7227326757	rivera
0.7226052153	library
0.7225392121	montgomery
0.7224963671	splash
0.7224393593	wwii
0.7223945829	twisted
0.7222884864	holy
0.7221875632	courthouse
0.7221339326	russian
0.7220932172	adventures
0.7220474300	calatrava
0.7220474300	louis
0.7220034436	fastpass
0.7219343139	missile
0.7219333260	citizen
0.7218588190	rose
0.7217713493	grand
0.7217614044	gold
0.7217482627	gorilla
0.7215472217	bible
0.7214459324	conservatory
0.7213815489	balboa
0.7211754933	pacific
0.7211577602	disneyland
0.7210665583	schoolhouse
0.7210646806	sentinel
0.7210285925	harbour
0.7209191677	vista
0.7208993386	roman
0.7208017856	pines
0.7207448210	banana
0.7207293343	goat
0.7207284564	legendary
0.7207182117	sarah
0.7206194024	perched
0.7204359383	automotive
0.7202783708	duck
0.7202219370	luckily
0.7201353057	camel
0.7200655538	opera
0.7200361276	alley
0.7199551288	sequoia
0.7199034954	children's
0.7198140799	thunder
0.7197490414	hip
0.7197204750	resort
0.7196379743	saloon
0.7196017273	flag
0.7195156975	mirror
0.7194867127	yacht
0.7194832955	epic
0.7194347231	atlantis
0.7192758874	unforgettable
0.7192327988	rice
0.7191141854	outer
0.7190629354	model
0.7190183780	rolls
0.7189493726	oceanside
0.7188882883	gg
0.7188191694	sequoias
0.7187641886	master
0.7186565788	festival
0.7186343010	news
0.7186203300	bragg
0.7186158904	van
0.7185443738	hero
0.7185193149	scouts
0.7185009405	robert
0.7184959288	forrest
0.7183665582	frozen
0.7183628827	shame
0.7182670213	mission
0.7181239668	saber
0.7181078885	rhino
0.7180059352	paul
0.7180052287	basin
0.7179772277	falcons
0.7179515316	outlet
0.7179359524	chamber
0.7178980213	rodeo
0.7178277269	canyon
0.7176669381	combo
0.7176471594	peter
0.7175306742	locker
0.7175213920	boulevard
0.7174692658	lombard
0.7174454421	war
0.7174293471	rivers
0.7173691447	mrs
0.7173082023	african
